i	Degree	Interconnections	CC	APL	SS
392	27	351	1.00000	2.17662	4.00000
393	33	390	0.73864	2.15345	3.00000
394	81	1917	0.59167	2.01030	3.00000
395	126	3484	0.44241	1.97013	3.00000
396	155	6108	0.51177	1.94902	3.00000
397	183	11811	0.70924	1.92173	3.00000
398	500	84549	0.67775	1.74974	3.00000
399	17	136	1.00000	2.22400	4.00000
400	45	568	0.57374	2.06746	3.00000
401	17	136	1.00000	2.22400	4.00000
402	251	17455	0.55633	1.88208	3.00000
403	161	5538	0.42997	1.94027	3.00000
404	88	3828	1.00000	2.01751	4.00000
405	519	92407	0.68744	1.74099	3.00000
406	179	9489	0.59563	1.93821	3.00000
407	241	20234	0.69965	1.89856	3.00000
408	604	106234	0.58336	1.69361	3.00000
409	411	49915	0.59243	1.79763	3.00000
410	704	145206	0.58680	1.64212	3.00000
411	615	113483	0.60106	1.68950	3.00000
412	566	97563	0.61017	1.71679	3.00000
413	451	45733	0.45068	1.77446	3.00000
414	666	119115	0.53790	1.66117	3.00000
415	180	8854	0.54960	1.94336	4.00000
416	158	5982	0.48230	1.95160	3.00000
417	165	6369	0.47073	1.94593	3.00000
418	230	13106	0.49766	1.90422	3.00000
419	42	861	1.00000	2.08342	3.00000
420	124	4618	0.60556	1.96756	3.00000
421	63	1130	0.57860	2.03141	3.00000
422	384	61147	0.83152	1.81256	3.00000
423	60	1047	0.59153	2.04583	3.00000
424	183	11244	0.67519	1.92327	3.00000
425	337	30293	0.53506	1.83471	3.00000
426	351	34736	0.56550	1.82853	3.00000
427	65	1197	0.57548	2.02832	3.00000
428	61	1070	0.58470	2.02266	3.00000
429	666	87942	0.39713	1.66220	3.00000
430	531	93736	0.66614	1.73069	3.00000
431	204	12272	0.59268	1.90834	3.00000
432	447	66582	0.66795	1.77806	3.00000
433	48	890	0.78901	2.07518	3.00000
434	79	1643	0.53327	2.01287	3.00000
435	54	980	0.68484	2.05510	3.00000
436	145	5431	0.52021	1.95932	3.00000
437	83	1503	0.44167	1.99691	3.00000
438	332	29760	0.54162	1.83574	3.00000
439	64	1118	0.55456	2.03708	3.00000
440	119	3104	0.44210	1.96550	3.00000
441	514	81740	0.61999	1.74150	3.00000
442	229	11856	0.45415	1.88980	3.00000
443	236	19041	0.68666	1.89753	3.00000
444	152	4537	0.39535	1.94284	3.00000
445	139	4939	0.51496	1.95984	3.00000
446	194	12228	0.65317	1.91864	3.00000
447	119	3648	0.51958	1.96241	3.00000
448	496	57322	0.46694	1.75180	3.00000
449	697	105767	0.43605	1.64573	3.00000
450	336	29146	0.51787	1.83368	3.00000
451	21	210	1.00000	2.20391	3.00000
452	37	378	0.56757	2.10917	3.00000
453	90	2700	0.67416	1.98919	3.00000
454	598	113363	0.63508	1.69722	3.00000
455	32	298	0.60081	2.15551	3.00000
456	58	945	0.57169	2.05407	3.00000
457	22	210	0.90909	2.20134	3.00000
458	103	2669	0.50809	1.98095	3.00000
459	347	35389	0.58951	1.83007	3.00000
460	568	101380	0.62958	1.71215	3.00000
461	143	5454	0.53718	1.94748	3.00000
462	113	3640	0.57522	1.96962	3.00000
463	108	3432	0.59398	1.97116	3.00000
464	288	22990	0.55628	1.86457	3.00000
465	314	26668	0.54268	1.85118	3.00000
466	570	98143	0.60520	1.71267	3.00000
467	471	55648	0.50276	1.76468	3.00000
468	81	2505	0.77315	1.99949	3.00000
469	519	87622	0.65185	1.73841	3.00000
470	212	10161	0.45431	1.90783	3.00000
471	181	8408	0.51614	1.92997	3.00000
472	431	66430	0.71688	1.78527	3.00000
473	564	98249	0.61883	1.71473	3.00000
474	270	19150	0.52733	1.87281	3.00000
475	580	97955	0.58338	1.70494	3.00000
476	230	13405	0.50902	1.89856	3.00000
477	707	114562	0.45904	1.63903	3.00000
478	291	23307	0.55236	1.85942	3.00000
479	184	7911	0.46989	1.92276	3.00000
